,text,label
2700, often frustrating wpg was amazing,4
2701, also is,0
2702, do not ask be patient offering,0
2703, just friday den running late does happen so consistently ke,0
2704, be,0
2705, free make better,4
2706, have boarding was there too think really need,2
2707, sitting back chicago left looks important,2
2708, missed connecting then was terrible really upset,0
2709, terrible has have same booked not,0
2710, late ve been please just change is ridicul,0
2711, good is not is having,4
2712, has been painful sure does not cause miss ua new,0
2713, unbelievable have free,0
2714, battierccipuppy puppy is so cute look forward having,4
2715, worst do not maintain there plain been past,0
2716, be free other again not,0
2717, existing is fine was talking longer having gets too late,0
2718, tell going make connecting stl,2
2719, terrible know are headed back then pit,2
2720, know hear new small feel new,0
2721, about move earlier make iflya,0
2722, ok,2
2723, are coming back iflyoakland have huge due sf,4
2724, also does not help very frequent  apparently means,0
2725, delayed,0
2726, flier embarrassed ask long ago,2
2727, not beat wait issue too late issued storm,0
2728, skywest do again now miss probably,0
2729, do not need need took landing get unacce,0
2730, old,0
2731, fly honululu gets pushed now looks more plz sort,0
2732, catch,4
2733, charge international isn,0
2734, give did now sit waiting add more,0
2735, going transfer too not get,0
2736, next not volunteer let gate check obviously not deliver timely,0
2737, cold do not see means takes show,0
2738, long does take respond com,2
2739, are making miss big,0
2740, be only not offering keep,0
2741,nicer try,2
2742, is appre,4
2743, went similar,2
2744, know check is said booked now changed,0
2745, still is ll ever see again,0
2746, assume only apply own use combi,2
2747,nicer try,2
2748, not be american supp,0
2749, report horrible is let make worse get,0
2750, uhuh trying get iad instead be preemptive,2
2751, moving helped make birthday friendlyfriday,4
2752, need get together cancelled flightled stranded is lost never get,0
2753, make,2
2754, worth saying litter get caned are,0
2755, not waiving snow coming is warning already wha,2
2756, be sending,2
2757, fully aware just are harsh especially re going resell,0
2758, not check watched miss belt there,0
2759, so waste more get automated,0
2760, means have filed,0
2761, not sure however included checked was extra completely unantic,0
2762, follow kp,4
2763, terribly disappointed confirmed cust was not helpful finding so,0
2764, is told not include,2
2765,nicer try,2
2766, had refunded purchased fly then used refunded fly,2
2767, is delayed am not impressed,0
2768, only checked is checked edinburgh however am being charged randomly,0
2769, am entitled check however am being charged extra domestic,0
2770, then boarding indicated was not cleaned,0
2771, have never been so grossed yet again flying,0
2772, add,2
2773, delaying then boarding was not cleaned,0
2774, just landed want check was,0
2775, not even look right now ll not,0
2776, ed,2
2777, requested denied saying was used understand,0
2778, still sitting,0
2779, take check,2
2780,nicer try,2
2781, waited returned back not count valid,0
2782, is partly used is used was cancelled flightled due technical,0
2783, appreciate,4
2784, old lax,2
2785, looking compensate still have not taken am,0
2786, is gjqxj is acw not dm,2
2787, thank thank contacting,4
2788, terrible  ,0
2789, are flying iad evening do expect cancelled,2
2790, is made possibly causes is good,0
2791, sent just now thanks am incredibly happy fast got,4
2792, provide ua has been stranded ,0
2793, reminding much easier is fly southwest get more,0
2794, works,4
2795, still visa expiring is booked,0
2796, so,2
2797, excellent iad waiting open,0
2798,frustrating,0
2799, having are surprised arrive,0
2800, mechanical looks got fixed,4
2801, ua sitting are visibly open,0
2802,glorious,4
2803, usually express sfo positive was enj,0
2804, rebooked just upset had fix co,0
2805, unnerving watch deicing,0
2806, increased,0
2807, is  voted worst do enjoy give,0
2808,rushy,0
2809, maybe do not let so many check teeming,4
2810, made old broken last,0
2811, ua icing ve waited,2
2812, boarded many,2
2813, fair enough  is doing best slight is turning,0
2814, still waiting never got delivered not reach real sending,0
2815, worst ever had never ever fly,0
2816, do have go want then repeat real gets,0
2817, came again,4
2818,campaign,2
2819, take wait just tel,0
2820, not working,0
2821, is far need training lying,0
2822, th,0
2823, am being told am asking used got cancelled flightled is,0
2824, several several waiting contact get is cold,0
2825, booked paid get denver specific meeting failed was not caused,0
2826, did get so good again transcontinental,4
2827, do not understand is not paid getting cancelled flighted best do is next available,0
2828, is awful only lining bumping not use st,0
2829, are current available anywhere,2
2830, is changing mileageplus,2
2831, actually are not still parke,0
2832,put  right now be heat wave so enjoy bring,2
2833,freaking great,4
2834, prompt enjoy perhaps still show,4
2835, only apply itinerary even have,0
2836, were able get,4
2837, try specific takes back,0
2838, just goes round amp round be going,2
2839,mapped,4
2840, has been delayed miss next ve lost clean fligh,0
2841, looked is,2
2842, do expire was really looking forward accruing enough free,0
2843, more timely,4
2844, do also want first so fly avoid more,2
2845, familiar not be first lost unhappyt,0
2846, doing giving inaccurate misleading does not seem great do hopethegearmakesi,0
2847, regional takes,0
2848, friendliest ever,4
2849, means have make international,2
2850, am not traveling trying,2
2851, just tried charge tried make not including,0
2852, sorted,4
2853, waiting,2
2854, rolling,0
2855, just last was narita sent motel rest said standby,0
2856, is best first have ever gotten lax wonde,4
2857, not was,4
2858, well,4
2859, ua just landed was gently placing whipped smoothest,4
2860, is complete using,0
2861, new regional just plai,0
2862, please cancelled booked,2
2863, expensive,0
2864, found,2
2865, hoping least new was maintained,0
2866, did say,0
2867,bla bla,2
2868, is has accurate delayed late hear same just,0
2869, tell has lost twitter,0
2870, trying reach last have gave meal potential st,0
2871, is very disappointing is,0
2872, boarded deplaned now delay not wait give,0
2873, did also called not connect,0
2874, once again am is shit hung do teach,0
2875, boiled dealing attendant was,0
2876, know is worth free ever preventative,0
2877, be true however is still unresolved not get supervisor,0
2878, obviously knows darn around here are do does not get,0
2879, so going forward not be booking star,2
2880, have yet say is not accurate have,0
2881, not know are actually narrower other feel maybe extra,0
2882, sent is getting,0
2883, delayed going again getting really tired,0
2884, big mn kn patiently clarifying  domestic,4
2885, booked ua,0
2886, rebooked getting late then planned are ll ever see again unhappyt,0
2887,  is amp got late still not sure last ual cancelled yet overbooked,0
2888, yyc be providing free are allowed back broken,0
2889, was not looking be returned do not understand additional was nec,0
2890, so much helps ton is handshake hot,4
2891, left long shot see again worth,2
2892, are asking give utmost get safe,2
2893, not wait,4
2894, be specific last were probably apart,0
2895, being told issue not get have,4
2896, not get,0
2897, different,0
2898, have go americanair instead ty,0
2899, please dm like help need assistance kp,2
2900, sure go else is kathryn,0
2901, arriving chicago first,2
2902, made check newark not full costing,0
2903, have contact is does not work is pass is heading,0
2904, are more let hope does not get same,0
2905,unite,4
2906, regarding pnr am now waitlisted,0
2907, just emailed so hopefully pay attent,2
2908, have cover,0
2909, has now miss,0
2910, go bankrupt just delayed outbound re going,0
2911, delayed fixed not did not stay are,0
2912, not anymore finally was ticketed not sure full,0
2913, do earned explorer,2
2914, still do not know is ve been told be now conf,0
2915, do do is missing,2
2916, losing give shirt ll,0
2917, totally makes extra sitting much,4
2918, is currently offering is,2
2919, be calling delayed now luggage misplaced,0
2920, has been notified moved not fixed now,0
2921, is not helpful does not put,0
2922, imagine former was particularly touched let know,4
2923, delayed ord gate min closed around ignored st nd super,0
2924, upgrd looks tasty not going,0
2925, headed laguardia delayed is,0
2926, now ewr has broken,0
2927, is,0
2928, send asap kathrynsotelo chica,0
2929, worst major usa much,0
2930, refund ruined,0
2931, just sent,4
2932, wonderful unfortunately does not help major disap,0
2933, delaying missing connecting terrible,0
2934, got rebooked aa do automatically refund was cancelled,0
2935, is all good has been short amazing ever,0
2936, new has ticked pick only annoyed,0
2937, good ,4
2938, had rebook so get amarillo pm,0
2939,bla bla,4
2940, just,4
2941, is sucking terrible terrible,0
2942, are aware airbus rather fly full do,0
2943, be issuing,2
2944, breakdown international cover,2
2945, fyi are telling,0
2946, not have possibly messed anymore did being such terrible,0
2947, ua chicago is,0
2948,bla bla,2
2949, based other have rental be leavin,2
